omega_san,omega_yak,yak_FB,mel_FB,CG,symbol,seqnames,start,end,length,type
0,0.148148148,FBgn0237358,FBgn0041161,CG6451,blue,3L,14043694,14049892,6199,genome
NA,0,FBgn0234750,FBgn0262734,CG4429,Rbp2,X,16448665,16454972,6308,genome
0,0,FBgn0237494,FBgn0036210,CG14130,CG14130,3L,11815444,11816710,1267,genome
1,0,FBgn0235779,FBgn0031913,CG5958,CG5958,2L,7430530,7433516,2987,genome
0,0,FBgn0068172,FBgn0025454,CG8453,Cyp6g1,2R,12185667,12188431,2765,genome
0,0.5,FBgn0241812,FBgn0037782,CG12813,Npc2d,3R,10055356,10056083,728,genome
NA,0,FBgn0233867,FBgn0029701,CG12691,CG12691,X,4266097,4266669,573,genome
0,0,FBgn0235244,FBgn0261931,CG42797,CG42797,X,9608946,9623243,14298,genome
0.111111111,0,FBgn0238916,FBgn0035402,CG12082,CG12082,3L,3145405,3148358,2954,genome
0.2,0,FBgn0237732,FBgn0052380,CG32380,SMSr,3L,7374050,7381474,7425,genome
0.4,0.4,FBgn0230637,FBgn0023416,CG1506,Ac3,2L,21632587,21647964,15378,genome
0.142857143,0.142857143,FBgn0242055,FBgn0037540,CG2702,Pbp95,3R,8013791,8016610,2820,genome
0,0,FBgn0232036,FBgn0259707,CG42361,CG42361,2R,24607673,24608788,1116,genome
1.5,0,FBgn0238461,FBgn0035272,CG13922,mRpL46,3L,1777439,1778347,909,genome
0,0.111111111,FBgn0240980,FBgn0039627,CG11837,CG11837,3R,29049493,29050721,1229,genome
0.333333333,0,FBgn0230272,FBgn0041579,CG4740,AttC,2R,13393705,13394667,963,genome
0,1,FBgn0234867,FBgn0052536,CG32536,CG32536,X,19275004,19276898,1895,genome
0,1,FBgn0236363,FBgn0031715,CG14016,tomb,2L,5535861,5536758,898,genome
0.2,0.083333333,FBgn0241098,FBgn0039078,CG4374,CG4374,3R,23408684,23472278,63595,genome
0,0,FBgn0230170,FBgn0261611,CG42700,CG42700,2R,12279771,12300795,21025,genome
0.75,1.5,FBgn0233256,FBgn0031323,CG5139,CG5139,2L,1198465,1199266,802,genome
0.166666667,0.571428571,FBgn0243388,FBgn0003227,CG31293,rec,3R,15823019,15832632,9614,genome
0,0,FBgn0228092,FBgn0010282,CG10281,TfIIFalpha,3R,6380467,6382604,2138,genome
0,0,FBgn0232858,FBgn0266848,CG14614,wap,X,22451445,22455422,3978,genome
0.166666667,0,FBgn0234974,FBgn0029955,CG15478,CG15478,X,7712783,7717932,5150,genome
0,NA,FBgn0234622,FBgn0052600,CG32600,dpr8,X,14322226,14462351,140126,genome
4,1,FBgn0242445,FBgn0037225,CG14643,TwdlG,3R,4248723,4251341,2619,genome
0.625,0.454545455,FBgn0068395,FBgn0032479,CG16974,CG16974,2L,13183849,13191979,8131,genome
0,NA,FBgn0238677,FBgn0035501,CG1299,CG1299,3L,4148696,4152473,3778,genome
1.6,0.333333333,FBgn0231472,FBgn0031805,CG9505,CG9505,2L,6367882,6370190,2309,genome
1,0,FBgn0239276,FBgn0047338,CG32148,CG32148,3L,15023492,15024009,518,genome
0,NA,FBgn0241934,FBgn0037613,CG9790,Cks85A,3R,8712906,8718456,5551,genome
NA,NA,FBgn0068072,FBgn0086710,CG10652,RpL30,2L,19008031,19009306,1276,genome
1,0,FBgn0229462,FBgn0032512,CG9305,CG9305,2L,13371427,13373890,2464,genome
0.181818182,0.230769231,FBgn0240858,FBgn0015541,CG5518,sda,3R,26915761,26945309,29549,genome
0,2,FBgn0242691,FBgn0038737,CG11447,CG11447,3R,19861610,19862600,991,genome
0.333333333,0,FBgn0232993,FBgn0030178,CG2974,CG2974,X,10084914,10086171,1258,genome
0.333333333,1,FBgn0229578,FBgn0034118,CG6251,Nup62,2R,16344377,16345828,1452,genome
NA,0.5,FBgn0242570,FBgn0031721,CG14017,CG14017,2L,5553897,5555137,1241,genome
0.666666667,2,FBgn0230057,FBgn0053468,CG33468,CG33468,2R,14606307,14606980,674,genome
0.580645161,0.422222222,FBgn0238098,FBgn0023479,CG4821,Tequila,3L,9074643,9092131,17489,genome
0.8,0.266666667,FBgn0227988,FBgn0037918,CG6791,CG6791,3R,11585354,11590146,4793,genome
0,0,FBgn0233612,FBgn0031260,CG11840,Spp,2L,542786,544653,1868,genome
0,0.375,FBgn0228327,FBgn0039651,CG14508,CG14508,3R,29202660,29204133,1474,genome
0.333333333,0,FBgn0240531,FBgn0039817,CG15553,CG15553,3R,31098868,31101169,2302,genome
0,0,FBgn0231805,FBgn0022985,CG5821,qkr58E-2,2R,22415560,22419001,3442,genome
0,0.2,FBgn0243141,FBgn0037908,CG5308,dpr5,3R,11499984,11505951,5968,genome
0,0,FBgn0231930,FBgn0262728,CG5472,Pal2,2R,23688077,23690838,2762,genome
NA,0,FBgn0233132,FBgn0003380,CG12348,Sh,X,17924307,18063245,138939,genome
0,0.136363636,FBgn0067964,FBgn0041147,CG10850,ida,3L,3905344,3907813,2470,genome
0,NA,FBgn0231692,FBgn0085339,CG34310,CG34310,2L,6663664,6674780,11117,genome
NA,0,FBgn0230393,FBgn0086447,CG10685,l(2)37Cg,2L,19133023,19135233,2211,genome
0.333333333,0,FBgn0233379,FBgn0259734,CG42388,CG42388,X,9030205,9054575,24371,genome
0.043478261,0.132352941,FBgn0238570,FBgn0262719,CG43163,CG43163,3L,8472807,8507146,34340,genome
0.5,NA,FBgn0236716,FBgn0032582,CG13258,CG13258,2L,16292010,16293025,1016,genome
0,0,FBgn0229354,FBgn0034879,CG3931,Rrp4,2R,23555018,23556217,1200,genome
0,0,FBgn0242917,FBgn0037573,CG7483,eIF4AIII,3R,8313208,8314864,1657,genome
0.166666667,0.4,FBgn0241708,FBgn0038465,CG8913,Irc,3R,17002875,17007208,4334,genome
1,3,FBgn0237978,FBgn0052263,CG32263,CG32263,3L,3810312,3811114,803,genome
0,0,FBgn0235653,FBgn0053282,CG33282,CG33282,2L,3327903,3329792,1890,genome
0,0,FBgn0242193,FBgn0038745,CG4538,CG4538,3R,19897372,19903689,6318,genome
0.666666667,0.2,FBgn0068490,FBgn0027930,CG1102,MP1,3R,4307908,4309835,1928,genome
0.142857143,0.076923077,FBgn0229240,FBgn0035036,CG4707,CG4707,2R,24604595,24607023,2429,genome
NA,NA,FBgn0234249,FBgn0085446,CG34417,CG34417,X,6540771,6589173,48403,genome
0,0.5,FBgn0236598,FBgn0033364,CG13747,CG13747,2R,9017815,9019032,1218,genome
NA,0.4,FBgn0236258,FBgn0032161,CG4594,CG4594,2L,9920160,9921459,1300,genome
1,1.25,FBgn0234133,FBgn0040382,CG5273,CG5273,X,759594,761939,2346,genome
1,0.142857143,FBgn0236024,FBgn0024291,CG5216,Sir2,2L,13165564,13169551,3988,genome
0,0,FBgn0239520,FBgn0037130,CG7152,Syn1,3L,21745359,21770534,25176,genome
1.5,0.666666667,FBgn0046889,FBgn0003302,CG4336,rux,X,6035753,6037800,2048,genome
0.2,0,FBgn0228566,FBgn0039304,CG10425,CG10425,3R,25260963,25262498,1536,genome
4,0.333333333,FBgn0230763,FBgn0033574,CG7722,Spn47C,2R,10938425,10941738,3314,genome
0.133333333,0.136363636,FBgn0229683,FBgn0027572,CG5009,CG5009,2R,17760940,17764541,3602,genome
0,0,FBgn0238226,FBgn0025725,CG7961,alphaCOP,3L,1641066,1645199,4134,genome
NA,0.75,FBgn0230274,FBgn0033835,CG18279,IM10,2R,13407011,13408358,1348,genome
NA,0.75,FBgn0230274,FBgn0033353,CG13749,CG13749,2R,8933423,8934445,1023,genome
NA,0.75,FBgn0230274,FBgn0053470,CG33470,CG33470,2R,13411739,13413085,1347,genome
0.666666667,2,FBgn0233490,FBgn0030296,CG15196,CG15196,X,11409947,11411667,1721,genome
NA,0,FBgn0242808,FBgn0040524,CG11052,CG11052,3R,8008249,8009297,1049,genome
0.5,0.125,FBgn0235103,FBgn0030828,CG5162,CG5162,X,17215304,17217365,2062,genome
0,0,FBgn0243025,FBgn0051415,CG31415,CG31415,3R,9743517,9744662,1146,genome
0.333333333,0.181818182,FBgn0234752,FBgn0015905,CG4426,ast,2L,1077948,1080803,2856,genome
1.25,1,FBgn0230517,FBgn0051706,CG31706,CG31706,2L,11529038,11531052,2015,genome
NA,1,FBgn0234623,FBgn0030570,CG12540,CG12540,X,14496135,14497240,1106,genome
0.375,1,FBgn0237857,FBgn0035621,CG10591,CG10591,3L,5598557,5599692,1136,genome
NA,NA,FBgn0241335,FBgn0019624,CG14724,CoVa,3R,11819359,11820299,941,genome
0,0,FBgn0231575,FBgn0051637,CG31637,CG31637,2L,6498647,6526996,28350,genome
0.333333333,0.428571429,FBgn0235902,FBgn0027550,CG6495,CG6495,2L,10761116,10764971,3856,genome
0.2,0.363636364,FBgn0231129,FBgn0033717,CG8839,CG8839,2R,12339610,12344617,5008,genome
0.25,1,FBgn0232859,FBgn0031184,CG14615,CG14615,X,22447183,22449491,2309,genome
0,0.142857143,FBgn0229926,FBgn0034577,CG10540,cpa,2R,21057787,21059883,2097,genome
4,1.5,FBgn0235384,FBgn0263829,CG34334,CG34334,X,22872812,22875367,2556,genome
3,0,FBgn0239398,FBgn0050340,CG30340,CG30340,2R,9599909,9601252,1344,genome
0,0,FBgn0232491,FBgn0020445,CG3327,E23,2L,3334875,3354829,19955,genome
0.2,0,FBgn0068279,FBgn0039158,CG6182,CG6182,3R,24161727,24163215,1489,genome
0.214285714,0.038461538,FBgn0241462,FBgn0026616,CG4606,alpha-Man-IIb,3R,15804248,15824118,19871,genome
0.263157895,0.185185185,FBgn0234370,FBgn0003963,CG2762,ush,2L,476220,540560,64341,genome
0.1,0.071428571,FBgn0239641,FBgn0052226,CG32226,Pex23,3L,20297129,20302141,5013,genome
0.235294118,0.298245614,FBgn0231806,FBgn0034728,CG6339,rad50,2R,22421013,22425482,4470,genome
0.181818182,0.166666667,FBgn0230887,FBgn0032685,CG10211,CG10211,2L,18517487,18531967,14481,genome
0.666666667,0.285714286,FBgn0228450,FBgn0039474,CG6283,CG6283,3R,27020238,27021378,1141,genome
0,0,FBgn0238917,FBgn0035400,CG11537,CG11537,3L,3128034,3143457,15424,genome
NA,1,FBgn0239926,FBgn0085248,CG34219,CG34219,2R,8917708,8918877,1170,genome
0.1875,0.066666667,FBgn0236489,FBgn0261397,CG2146,didum,2R,7500147,7508625,8479,genome
1.833333333,1.4,FBgn0233754,FBgn0030395,CG15730,Mks1,X,12494395,12496597,2203,genome
0.6,0.285714286,FBgn0241574,FBgn0038129,CG8449,CG8449,3R,13269137,13272011,2875,genome
0.285714286,0,FBgn0231240,FBgn0033929,CG8151,Tfb1,2R,14363048,14365473,2426,genome
0.2,0,FBgn0230638,FBgn0032956,CG1512,Cul2,2L,21658735,21663698,4964,genome
0,0.16,FBgn0236983,FBgn0005198,CG6975,gig,3L,20129181,20139010,9830,genome
NA,NA,FBgn0238800,FBgn0020643,CG18773,Lcp65Ab2,3L,6146674,6147089,416,genome
NA,NA,FBgn0238800,FBgn0020644,CG32400,Lcp65Ab1,3L,6149548,6149960,413,genome
3,0.285714286,FBgn0238343,FBgn0035109,CG13876,CG13876,3L,206134,207527,1394,genome
0.666666667,0,FBgn0236364,FBgn0031713,CG7277,CG7277,2L,5530620,5532223,1604,genome
0,0.2,FBgn0235780,FBgn0031909,CG5181,CG5181,2L,7408533,7409809,1277,genome
0.333333333,0.666666667,FBgn0239759,FBgn0036830,CG14077,CG14077,3L,18908260,18914150,5891,genome
0.428571429,0.3,FBgn0234500,FBgn0002562,CG2559,Lsp1alpha,X,12490291,12492982,2692,genome
1.25,0.230769231,FBgn0234975,FBgn0029504,CG12690,CHES-1-like,X,7682338,7709385,27048,genome
1.5,3,FBgn0238099,FBgn0043806,CG32032,CG32032,3L,9093053,9094856,1804,genome
0.666666667,0.166666667,FBgn0240981,FBgn0039628,CG11841,CG11841,3R,29051056,29052267,1212,genome
1,0.083333333,FBgn0227989,FBgn0037915,CG6790,CG6790,3R,11575901,11578745,2845,genome
1,4,FBgn0237617,FBgn0028429,CG10574,I-2,3L,9834367,9836805,2439,genome
1,0,FBgn0237495,FBgn0000404,CG5940,CycA,3L,11826719,11833578,6860,genome
1.142857143,0.625,FBgn0228797,FBgn0039879,CG11575,Ir100a,3R,31800963,31802774,1812,genome
0,1,FBgn0236138,FBgn0032002,CG8353,CG8353,2L,8214045,8215239,1195,genome
0.222222222,0,FBgn0241709,FBgn0050446,CG30446,Tdc2,2R,6684745,6689974,5230,genome
0.4,1,FBgn0234006,FBgn0030360,CG1806,CG1806,X,12007176,12009904,2729,genome
0.3,0.5,FBgn0242322,FBgn0010389,CG7223,htl,3R,18045216,18052984,7769,genome
NA,1,FBgn0229802,FBgn0004003,CG7225,wbl,2R,19249395,19250917,1523,genome
0,0.153846154,FBgn0240636,FBgn0039156,CG6178,CG6178,3R,24152347,24154896,2550,genome
0,0,FBgn0067965,FBgn0029079,CG4924,icln,2R,17590964,17591881,918,genome
0.2,0.4,FBgn0237979,FBgn0052262,CG32262,CG32262,3L,3809146,3810196,1051,genome
0,0.25,FBgn0230394,FBgn0086443,CG10687,Aats-asn,2L,19129469,19131954,2486,genome
0,0,FBgn0238678,FBgn0261274,CG1333,Ero1L,3L,4170404,4173789,3386,genome
0,NA,FBgn0084506,FBgn0000591,CG8365,E(spl)m8-HLH,3R,26040240,26041008,769,genome
0,0.8,FBgn0228328,FBgn0039650,CG11900,Mesh1,3R,29201756,29202525,770,genome
1,0.666666667,FBgn0236259,FBgn0032162,CG4592,CG4592,2L,9921633,9922860,1228,genome
0.75,0.482758621,FBgn0237237,FBgn0036714,CG7692,CG7692,3L,17352419,17358056,5638,genome
0.75,0.482758621,FBgn0237237,FBgn0030757,CG9902,CG9902,X,16542124,16547520,5397,genome
0.142857143,0.095238095,FBgn0230171,FBgn0033710,CG17739,CG17739,2R,12306528,12310412,3885,genome
4,0.25,FBgn0232037,FBgn0259742,CG42360,CG42360,2R,24607267,24610847,3581,genome
0,0,FBgn0238571,FBgn0035896,CG6983,CG6983,3L,8443042,8449377,6336,genome
0.6,0.380952381,FBgn0068173,FBgn0011576,CG3466,Cyp4d2,X,2176006,2178728,2723,genome
NA,NA,FBgn0068491,FBgn0031830,CG11015,CoVb,2L,6557800,6559308,1509,genome
1,0,FBgn0238462,FBgn0011573,CG12019,Cdc37,3L,1795392,1797307,1916,genome
0,1.5,FBgn0234868,FBgn0052537,CG32537,CG32537,X,19273349,19276539,3191,genome
NA,NA,FBgn0241100,FBgn0051515,CG31515,CG31515,3R,23388373,23388898,526,genome
0,0,FBgn0240532,FBgn0039816,CG11317,CG11317,3R,31090712,31097321,6610,genome
0,0,FBgn0068396,FBgn0029067,CG1696,Dd,X,21319791,21324009,4219,genome
0.333333333,0.142857143,FBgn0239041,FBgn0036142,CG7616,CG7616,3L,11169817,11172411,2595,genome
0.571428571,0.666666667,FBgn0228093,FBgn0037442,CG10277,godzilla,3R,6382914,6388304,5391,genome
2,1.2,FBgn0243389,FBgn0000246,CG17604,c(3)G,3R,15789473,15792579,3107,genome
1,0.5,FBgn0236025,FBgn0032476,CG5439,CG5439,2L,13177150,13178978,1829,genome
0.5,0.2,FBgn0229927,FBgn0034579,CG9353,mRpL54,2R,21060789,21061587,799,genome
NA,0,FBgn0242809,FBgn0037537,CG2767,CG2767,3R,8005924,8008110,2187,genome
1.5,0,FBgn0236600,FBgn0011746,CG8084,ana,2R,9062295,9077554,15260,genome
NA,0,FBgn0239642,FBgn0036964,CG6480,FRG1,3L,20295802,20296971,1170,genome
0.2,0.285714286,FBgn0233868,FBgn0022246,CG11606,Rpp30,2L,251039,252373,1335,genome
0.333333333,1,FBgn0231473,FBgn0053301,CG33301,CG33301,2L,10049580,10051201,1622,genome
0.333333333,1,FBgn0231473,FBgn0034480,CG16898,CG16898,2R,20003620,20005003,1384,genome
0.333333333,0.333333333,FBgn0234135,FBgn0027343,CG16785,fz3,X,769945,784222,14278,genome
NA,0,FBgn0237359,FBgn0061515,CG6513,endos,3L,14029579,14031706,2128,genome
1,1.333333333,FBgn0230058,FBgn0053469,CG33469,CG33469,2R,14605652,14606302,651,genome
0.5,0.142857143,FBgn0231931,FBgn0034893,CG5479,mRpL43,2R,23698105,23699014,910,genome
1,0.285714286,FBgn0235654,FBgn0031522,CG3285,CG3285,2L,3330928,3332876,1949,genome
0.75,0.7,FBgn0234372,FBgn0260658,CG42541,CG42541,X,3891497,3930578,39082,genome
NA,0.111111111,FBgn0231358,FBgn0085409,CG34380,CG34380,2L,6179133,6211114,31982,genome
0.1,0.25,FBgn0229463,FBgn0022987,CG4816,qkr54B,2R,17469624,17475129,5506,genome
0.866666667,0.266666667,FBgn0233257,FBgn0263993,CG43736,CG43736,X,6863888,6881580,17693,genome
0.5,1,FBgn0228212,FBgn0039041,CG13838,CG13838,3R,23042241,23042669,429,genome
0,0,FBgn0243266,FBgn0020496,CG7583,CtBP,3R,13011649,13026275,14627,genome
0.090909091,0,FBgn0230888,FBgn0032688,CG15160,CG15160,2L,18590891,18595429,4539,genome
0.333333333,0.25,FBgn0231693,FBgn0262560,CG7989,wcd,2R,16345838,16347500,1663,genome
0,0,FBgn0228680,FBgn0001098,CG5320,Gdh,3R,23935958,23943101,7144,genome
0,0.090909091,FBgn0234625,FBgn0020545,CG3943,kraken,2L,852768,854539,1772,genome
0.25,0,FBgn0233380,FBgn0030082,CG7041,HP1b,X,9081063,9082746,1684,genome
0.5,0.5,FBgn0242446,FBgn0037220,CG14641,CG14641,3R,4230779,4232342,1564,genome
NA,NA,FBgn0068073,FBgn0016726,CG10071,RpL29,2R,21293768,21294404,637,genome
0.75,0,FBgn0236858,FBgn0037138,CG7145,P5CDh1,3L,21836665,21841356,4692,genome
0,0,FBgn0235781,FBgn0031906,CG5160,CG5160,2L,7390984,7398750,7767,genome
0.105263158,0.052631579,FBgn0239163,FBgn0262714,CG11006,Sap130,3L,12805902,12813036,7135,genome
2,0.363636364,FBgn0241223,FBgn0045470,CG31336,Gr93b,3R,21842521,21843765,1245,Gr
0.666666667,1,FBgn0240750,FBgn0039299,CG11854,CG11854,3R,25242020,25243262,1243,genome
4,0,FBgn0241575,FBgn0038128,CG15889,Ravus,3R,13262733,13264061,1329,genome
0.5,0.666666667,FBgn0234753,FBgn0030759,CG13014,CG13014,X,16587873,16588930,1058,genome
0,0.25,FBgn0229579,FBgn0032493,CG15479,CG15479,2L,13233798,13234660,863,genome
1,1,FBgn0236260,FBgn0259712,CG42366,CG42366,2L,9925161,9930378,5218,genome
0,0.666666667,FBgn0234501,FBgn0030396,CG2556,CG2556,X,12497188,12516565,19378,genome
0,0.5,FBgn0241463,FBgn0038366,CG4576,CG4576,3R,15825747,15830321,4575,genome
0,0,FBgn0230766,FBgn0033571,CG11979,Rpb5,2R,10898031,10899060,1030,genome
3,0.333333333,FBgn0239521,FBgn0037129,CG14565,CG14565,3L,21743248,21744269,1022,genome
0,NA,FBgn0237733,FBgn0035772,CG8582,Sh3beta,3L,7364584,7369260,4677,genome
1,0,FBgn0234250,FBgn0029877,CG17717,CG17717,X,6589290,6590646,1357,genome
0,0.1,FBgn0229355,FBgn0034878,CG3941,pita,2R,23548967,23554712,5746,genome
0.2,0.666666667,FBgn0233134,FBgn0030883,CG7772,CG7772,X,17906031,17907261,1231,genome
0,0,FBgn0230518,FBgn0032644,CG5131,CG5131,2L,17484501,17485624,1124,genome
0.571428571,0.818181818,FBgn0234374,FBgn0265575,CG44402,yin,X,3862966,3871939,8974,genome
0,0,FBgn0230395,FBgn0086444,CG10689,l(2)37Cb,2L,19123998,19126976,2979,genome
1,1.25,FBgn0240859,FBgn0039462,CG14252,CG14252,3R,26945534,26947248,1715,genome
0,0.4,FBgn0242571,FBgn0000477,CG7780,DNaseII,3R,18019375,18021161,1787,genome
NA,NA,FBgn0232862,FBgn0043539,CG31941,Obp22a,2L,1991381,1992160,780,Obp
0,0,FBgn0067967,FBgn0259211,CG42311,grh,2R,17801132,17842820,41689,genome
0.357142857,0.428571429,FBgn0230639,FBgn0051619,CG31619,CG31619,2L,21684106,21729051,44946,genome
NA,NA,FBgn0228329,FBgn0051709,CG31709,CG31709,2L,9578120,9579638,1519,genome
NA,NA,FBgn0233615,FBgn0053252,CG33252,CG33252,X,16896215,16897187,973,genome
NA,NA,FBgn0233615,FBgn0262485,CG43075,CG43075,X,15220271,15221176,906,genome
NA,NA,FBgn0233615,FBgn0052588,CG32588,CG32588,X,15205807,15206636,830,genome
0,0,FBgn0231130,FBgn0033713,CG8841,CG8841,2R,12322507,12326258,3752,genome
0,1,FBgn0242692,FBgn0259741,CG42395,CG42395,X,9575126,9576247,1122,genome
0,1,FBgn0242692,FBgn0038739,CG4686,CG4686,3R,19864496,19866869,2374,genome
0.238095238,0.130434783,FBgn0231807,FBgn0034730,CG10972,ppk12,2R,22427479,22429584,2106,genome
3,1,FBgn0241813,FBgn0037781,CG12812,Fancl,3R,10051508,10052869,1362,genome
NA,0,FBgn0231576,FBgn0062440,CG17680,CG17680,2R,18147297,18147997,701,genome
0.5,0.176470588,FBgn0238918,FBgn0026189,CG7740,prominin-like,3L,3114450,3127724,13275,genome
0,0,FBgn0242057,FBgn0037543,CG10903,CG10903,3R,8030411,8032145,1735,genome
0,0,FBgn0237362,FBgn0036397,CG8783,CG8783,3L,13999380,14001880,2501,genome
NA,NA,FBgn0235104,FBgn0030829,CG12998,CG12998,X,17218667,17219787,1121,genome
NA,0,FBgn0233492,FBgn0001145,CG1743,Gs2,X,11422832,11430197,7366,genome
0.25,0,FBgn0232495,FBgn0031519,CG3326,CG3326,2L,3316794,3319872,3079,genome
0,0,FBgn0241935,FBgn0037609,CG9773,CG9773,3R,8675283,8676613,1331,genome
0.317073171,0.441860465,FBgn0234136,FBgn0016977,CG18497,spen,2L,159032,203397,44366,genome
0,0,FBgn0233755,FBgn0030391,CG1900,Rab40,X,12459796,12463112,3317,genome
0.666666667,0.6,FBgn0231241,FBgn0085472,CG34443,CG34443,2R,14367979,14369067,1089,genome
0.666666667,0.6,FBgn0231241,FBgn0085471,CG34442,CG34442,2R,14366798,14367874,1077,genome
0.7,0.090909091,FBgn0232994,FBgn0052685,CG32685,ZAP3,X,10071858,10082492,10635,genome
0.166666667,0.2,FBgn0231932,FBgn0013548,CG11295,l(2)dtl,2R,23702477,23705403,2927,genome
0,0,FBgn0239399,FBgn0036696,CG14057,CG14057,3L,17044401,17045038,638,genome
0.875,1.111111111,FBgn0236490,FBgn0033187,CG2144,CG2144,2R,7519280,7522541,3262,genome
0,0,FBgn0236365,FBgn0031710,CG7371,CG7371,2L,5521281,5523898,2618,genome
0.25,0.357142857,FBgn0231474,FBgn0034477,CG13872,CG13872,2R,19878836,19880920,2085,genome
0.25,0,FBgn0240637,FBgn0026361,CG2916,5-Sep,2R,7960133,7961921,1789,genome
0.555555556,0.6,FBgn0228451,FBgn0039473,CG17191,CG17191,3R,27018608,27019751,1144,genome
0.333333333,0.4,FBgn0237858,FBgn0035619,CG10592,CG10592,3L,5592741,5595272,2532,genome
NA,0,FBgn0239760,FBgn0036829,CG14076,Ir75d,3L,18908260,18911182,2923,genome
0.5,0.625,FBgn0228567,FBgn0039296,CG10420,CG10420,3R,25233636,25235529,1894,genome
2,NA,FBgn0237618,FBgn0044048,CG33273,Ilp5,3L,9823349,9823897,549,genome
1,0.333333333,FBgn0230275,FBgn0050065,CG30065,CG30065,2R,13433028,13433760,733,genome
3,2,FBgn0239277,FBgn0036470,CG13463,CG13463,3L,15054777,15055565,789,genome
0.80952381,0.352941176,FBgn0235385,FBgn0259677,CG42346,CG42346,X,22832399,22885541,53143,genome
0,0,FBgn0236984,FBgn0036945,CG6981,Ssk,3L,20188522,20189779,1258,genome
0.2,0.111111111,FBgn0232038,FBgn0035039,CG3608,CG3608,2R,24611703,24613906,2204,genome
0.125,1.857142857,FBgn0239042,FBgn0033482,CG1371,CG1371,2R,10070981,10075645,4665,genome
0,0,FBgn0240982,FBgn0050499,CG30499,CG30499,2R,7564434,7565751,1318,genome
0.666666667,0,FBgn0230060,FBgn0003742,CG10128,tra2,2R,14602004,14604337,2334,genome
NA,NA,FBgn0234976,FBgn0029952,CG12689,CG12689,X,7585303,7586131,829,genome
0,0,FBgn0234007,FBgn0030364,CG15735,CG15735,X,12018640,12020719,2080,genome
1,1.333333333,FBgn0237497,FBgn0052095,CG32095,CG32095,3L,11824207,11825732,1526,genome
0.727272727,1.0625,FBgn0229684,FBgn0026309,CG5032,aft,2R,17786135,17788556,2422,genome
0.25,0,FBgn0229242,FBgn0069913,CG4681,CG4681,2R,24578247,24579827,1581,genome
0,1,FBgn0236717,FBgn0001994,CG7664,crp,2L,16263556,16287730,24175,genome
NA,0,FBgn0235903,FBgn0032299,CG17127,CG17127,2L,10770868,10771370,503,genome
1.166666667,0.333333333,FBgn0229804,FBgn0034423,CG7229,CG7229,2R,19259909,19262294,2386,genome
0.25,0.2,FBgn0084525,FBgn0039258,CG11780,beta4GalT7,3R,25023256,25024482,1227,genome
1,1.5,FBgn0238227,FBgn0035247,CG13929,metl,3L,1637942,1639235,1294,genome
NA,0.2,FBgn0237983,FBgn0052264,CG32264,CG32264,3L,3714826,3806459,91634,genome
0.5,0.5,FBgn0238344,FBgn0035111,CG16940,CG16940,3L,212709,216479,3771,genome
1,0.555555556,FBgn0230172,FBgn0050203,CG30203,CG30203,2R,12310689,12313834,3146,genome
3,NA,FBgn0241814,FBgn0033076,CG15233,CG15233,2R,6600044,6600978,935,genome
0,0.333333333,FBgn0241337,FBgn0003312,CG14728,sad,3R,11877235,11879754,2520,genome
0.25,0.192307692,FBgn0228094,FBgn0264495,CG42803,gpp,3R,6406855,6449274,42420,genome
0,NA,FBgn0227990,FBgn0037913,CG6783,fabp,3R,11559896,11567054,7159,genome
0,0,FBgn0068397,FBgn0027590,CG16936,GstE12,2R,24766718,24768172,1455,genome
0,0.5,FBgn0239522,FBgn0037127,CG14566,CG14566,3L,21739479,21740309,831,genome
0,0.1,FBgn0231694,FBgn0034117,CG7997,CG7997,2R,16341251,16344182,2932,genome
0.444444444,0.2,FBgn0236601,FBgn0025709,CG8083,CG8083,2R,9078721,9082374,3654,genome
0,0,FBgn0242810,FBgn0266598,CG42550,Kmn2,3R,8000548,8001309,762,genome
0,NA,FBgn0243143,FBgn0029694,CG15375,CG15375,X,4101341,4102995,1655,genome
0,NA,FBgn0243143,FBgn0037910,CG14708,CG14708,3R,11554145,11554869,725,genome
NA,0,FBgn0236139,FBgn0032003,CG8349,CG8349,2L,8215915,8216901,987,genome
NA,1.5,FBgn0238463,FBgn0051735,CG31735,CG31735,2L,15895454,15897071,1618,genome
NA,NA,FBgn0239643,FBgn0052226,CG32226,Pex23,3L,20297129,20302141,5013,genome
0,0.2,FBgn0238679,FBgn0040696,CG18675,CG18675,3L,4173884,4192968,19085,genome
0,0.75,FBgn0236859,FBgn0046301,CG7148,CG7148,3L,21830544,21832253,1710,genome
NA,0.25,FBgn0232995,FBgn0030174,CG15312,CG15312,X,10055629,10070868,15240,genome
NA,0.5,FBgn0242194,FBgn0002940,CG4550,ninaE,3R,19886255,19888206,1952,genome
0,0,FBgn0230889,FBgn0051789,CG31789,CG31789,2L,18605928,18606684,757,genome
1,1,FBgn0239941,FBgn0033344,CG8252,CG8252,2R,8909432,8910349,918,genome
0,0,FBgn0238802,FBgn0035686,CG12330,Cpr65Az,3L,6160814,6161589,776,genome
1,NA,FBgn0068074,FBgn0261606,CG15442,RpL27A,2L,4457186,4458364,1179,genome
1.5,NA,FBgn0231359,FBgn0260477,CG30283,CG30283,2R,21539584,21540573,990,genome
0,0,FBgn0241101,FBgn0259745,CG42396,wech,2R,7478853,7489823,10971,genome
