seqnames,start,end,length,yak_FB,mel_FB,CG,symbol,DA_yak,DA_san,DS_yak,DS_san,PA_yak,PS_yak,PA_san,PS_san,type
2L,2239414,2240593,1180,FBgn0232761,FBgn0051682,CG31682,Tengl1,0,0,0,0,35,55,18,29,genome
3L,4103564,4107116,3553,FBgn0238672,FBgn0035498,CG14991,Fit1,0,1,0,0,3,152,3,67,genome
3L,15832464,15833947,1484,FBgn0239507,FBgn0036536,CG12713,CG12713,1,2,2,4,20,35,6,10,genome
3R,10753331,10755634,2304,FBgn0241778,FBgn0037829,CG14691,CG14691,4,1,2,0,6,24,6,18,genome
3L,1694617,1696412,1796,FBgn0238454,FBgn0035257,CG12011,CG12011,1,0,1,1,122,87,62,42,genome
3L,9801298,9802120,823,FBgn0237619,FBgn0044050,CG14167,Ilp3,0,2,0,0,28,30,10,15,genome
3R,15259864,15263458,3595,FBgn0243423,FBgn0263755,CG43664,Su(var)3-9,0,0,0,2,1,38,0,12,genome
3R,15257844,15263458,5615,FBgn0243423,FBgn0263740,CG43665,eIF-2gamma,0,0,0,2,1,38,0,12,genome
3R,4956999,4961351,4353,FBgn0242396,FBgn0250839,CG2016,CG2016,1,1,4,4,0,6,2,2,genome
X,1380914,1392843,11930,FBgn0234182,FBgn0052813,CG32813,CG32813,6,3,1,0,30,19,10,4,genome
2L,15768630,15771159,2530,FBgn0236732,FBgn0041627,CG18801,Ku80,4,2,9,3,18,11,19,14,genome
X,15345169,15350021,4853,FBgn0234660,FBgn0030631,CG6227,CG6227,0,0,1,4,18,106,6,38,genome
3R,28925004,28970372,45369,FBgn0228347,FBgn0039617,CG14521,CG14521,0,1,0,2,6,53,3,26,genome
3L,152884,174517,21634,FBgn0238337,FBgn0035101,CG1212,p130CAS,1,1,3,1,15,45,1,7,genome
3R,20901956,20908263,6308,FBgn0242755,FBgn0038840,CG5621,CG5621,0,1,4,2,9,32,2,27,genome
3R,23801714,23819237,17524,FBgn0241068,FBgn0053111,CG33111,CG33111,0,0,0,0,50,74,10,23,genome
3L,5592741,5595272,2532,FBgn0237858,FBgn0035619,CG10592,CG10592,1,5,0,1,32,98,7,40,genome
X,5528927,5560183,31257,FBgn0234302,FBgn0263512,CG33980,Vsx2,1,2,5,3,44,36,13,16,genome
2R,9138486,9141981,3496,FBgn0236612,FBgn0028955,CG8788,CG8788,0,1,1,0,3,1,1,4,genome
X,13184478,13184996,519,FBgn0234536,FBgn0052641,CG32641,CG32641,0,2,0,0,5,9,4,3,genome
X,13178005,13178523,519,FBgn0234536,FBgn0052640,CG32640,CG32640,0,2,0,0,5,9,4,3,genome
3L,16263343,16264151,809,FBgn0236879,FBgn0036586,CG13070,CG13070,0,0,0,0,9,7,4,3,genome
2R,6655463,6656594,1132,FBgn0067968,FBgn0033081,CG3183,geminin,0,0,0,0,7,14,2,8,genome
3R,26452534,26454585,2052,FBgn0240831,FBgn0039427,CG5447,CG5447,0,0,0,0,5,18,2,11,genome
3R,20580683,20581522,840,FBgn0242149,FBgn0054008,CG34008,CG34008,4,0,1,3,4,0,3,4,genome
3R,15330738,15331588,851,FBgn0241420,FBgn0038319,CG31478,mRpL9,0,0,0,0,9,35,4,16,genome
2L,10970443,10972093,1651,FBgn0235913,FBgn0032321,CG4621,YL-1,0,0,0,1,31,62,6,25,genome
3R,25023256,25024482,1227,FBgn0084525,FBgn0039258,CG11780,beta4GalT7,1,0,1,1,26,51,10,26,genome
2R,7709873,7711981,2109,FBgn0236504,FBgn0033214,CG1941,CG1941,0,1,1,0,22,27,3,17,genome
2R,7712578,7714182,1605,FBgn0236504,FBgn0033215,CG1942,CG1942,0,1,1,0,22,27,3,17,genome
3L,3753693,3755201,1509,FBgn0235451,FBgn0035458,CG10858,ppk27,0,1,0,0,127,57,36,32,genome
X,18688538,18693042,4505,FBgn0233077,FBgn0010383,CG6816,Cyp18a1,0,0,0,0,4,55,1,21,genome
2L,10094088,10125736,31649,FBgn0236278,FBgn0083945,CG34109,CG34109,0,1,0,0,44,76,12,30,genome
2R,24377831,24378740,910,FBgn0232007,FBgn0035000,CG13578,CG13578,0,0,0,0,33,17,13,13,genome
2L,10358134,10362707,4574,FBgn0243085,FBgn0027568,CG5366,Cand1,0,1,4,4,10,104,5,29,genome
2R,24766718,24768172,1455,FBgn0068397,FBgn0027590,CG16936,GstE12,0,0,0,0,9,21,4,18,genome
2L,9967313,9968645,1333,FBgn0068081,FBgn0011272,CG4651,RpL13,0,0,1,0,1,19,1,4,genome
3R,13779624,13780795,1172,FBgn0243330,FBgn0259721,CG42375,CG42375,0,0,0,0,2,7,0,2,genome
3L,1654247,1665064,10818,FBgn0238221,FBgn0035253,CG7971,CG7971,0,0,0,0,9,24,3,15,genome
2L,7030493,7032606,2114,FBgn0235800,FBgn0031882,CG9100,Rab30,0,0,0,0,1,33,1,12,genome
2R,18447361,18451041,3681,FBgn0231553,FBgn0261119,CG5519,Prp19,0,0,0,1,7,81,0,37,genome
3L,17633449,17638001,4553,FBgn0237252,FBgn0036742,CG7497,CG7497,0,0,0,0,14,59,3,12,genome
3L,16095768,16097493,1726,FBgn0237130,FBgn0036567,CG13074,CG13074,2,4,1,3,36,42,17,17,genome
2L,13232039,13233058,1020,FBgn0236035,FBgn0032492,CG5648,Prosalpha6T,0,0,0,1,20,32,5,19,genome
2L,14134491,14160587,26097,FBgn0236392,FBgn0028906,CG17341,CG17341,0,0,0,0,8,67,2,28,genome
3L,12534590,12535513,924,FBgn0239149,FBgn0036300,CG10688,CG10688,0,1,0,0,12,64,4,17,genome
3R,18616754,18617511,758,FBgn0242272,FBgn0038631,CG7695,CG7695,1,0,2,0,5,7,2,3,genome
3R,9293642,9328511,34870,FBgn0241891,FBgn0037676,CG8861,CG8861,1,1,0,1,12,17,7,2,genome
3R,18980995,18982749,1755,FBgn0242636,FBgn0022338,CG5452,dnk,1,0,3,2,2,4,1,5,genome
3L,6082883,6092188,9306,FBgn0238793,FBgn0035677,CG13293,CG13293,1,0,0,0,63,16,33,8,genome
3L,13860027,13866905,6879,FBgn0237375,FBgn0036381,CG8745,CG8745,0,0,1,1,14,115,2,42,genome
2R,9601431,9602901,1471,FBgn0239387,FBgn0050339,CG30339,CG30339,0,2,2,1,9,15,5,12,genome
X,5747747,5752077,4331,FBgn0233951,FBgn0029798,CG4078,CG4078,0,1,3,5,24,62,6,22,genome
3R,5253153,5255403,2251,FBgn0242524,FBgn0037304,CG1113,CG1113,5,5,5,3,9,7,4,8,genome
3R,9038760,9042349,3590,FBgn0242974,FBgn0037657,CG11990,hyx,0,1,1,2,6,28,2,20,genome
3R,28606079,28608372,2294,FBgn0240947,FBgn0039589,CG9986,CG9986,1,0,3,0,12,82,5,34,genome
2R,13257886,13258477,592,FBgn0068497,FBgn0033821,CG10799,CG10799,1,5,1,1,31,9,2,2,genome
2L,8377035,8378206,1172,FBgn0236153,FBgn0032032,CG17294,CG17294,1,0,1,1,21,45,7,15,genome
3R,25197571,25208283,10713,FBgn0228571,FBgn0022800,CG10244,Cad96Ca,1,1,0,1,62,120,13,59,genome
3L,20430605,20432361,1757,FBgn0239623,FBgn0029158,CG5231,Las,1,1,2,1,15,22,5,15,genome
3R,6382914,6388304,5391,FBgn0228093,FBgn0037442,CG10277,godzilla,1,4,0,5,18,48,5,15,genome
3R,23356278,23358531,2254,FBgn0228234,FBgn0024509,CG6773,Sec13,0,0,0,0,9,62,0,32,genome
3R,27005899,27007055,1157,FBgn0228454,FBgn0039471,CG6295,CG6295,0,0,0,0,11,66,2,22,genome
3R,7113522,7117732,4211,FBgn0242869,FBgn0014863,CG1019,Mlp84B,0,0,4,3,2,22,2,5,genome
2R,7317924,7381899,63976,FBgn0045505,FBgn0033159,CG17800,Dscam1,1,0,0,0,11,172,3,70,genome
X,11344506,11348001,3496,FBgn0234775,FBgn0030289,CG1597,CG1597,0,0,0,1,20,84,7,40,genome
3R,29999795,30000403,609,FBgn0228683,FBgn0085327,CG34298,CG34298,0,0,0,0,0,20,1,9,genome
X,10326464,10328946,2483,FBgn0235281,FBgn0030189,CG2909,CG2909,0,1,0,0,45,65,14,17,genome
3L,14903805,14942907,39103,FBgn0239265,FBgn0259099,CG42247,DCX-EMAP,0,0,0,0,26,172,2,57,genome
3L,7333544,7335226,1683,FBgn0237741,FBgn0264303,CG43781,CG43781,0,0,0,0,3,9,1,6,genome
3L,8574407,8576078,1672,FBgn0238562,FBgn0035911,CG6638,CG6638,1,2,0,0,26,90,2,35,genome
3R,11674920,11678116,3197,FBgn0227981,FBgn0037931,CG18476,CG18476,0,1,1,1,45,161,19,53,genome
3L,19094890,19096217,1328,FBgn0239742,FBgn0036847,CG11577,CG11577,0,0,0,3,11,16,2,5,genome
3L,3653405,3654771,1367,FBgn0237984,FBgn0035455,CG10862,CG10862,2,4,1,2,34,47,19,10,genome
3R,31253659,31254900,1242,FBgn0240517,FBgn0039836,CG1750,CG1750,0,0,0,0,72,62,25,26,genome
3R,30003681,30004861,1181,FBgn0240613,FBgn0039735,CG7911,CG7911,0,0,0,0,0,23,0,9,genome
3L,20317190,20320116,2927,FBgn0237001,FBgn0262057,CG6680,Spn77Ba,0,0,0,0,1,0,0,1,genome
3L,11098412,11100578,2167,FBgn0239032,FBgn0261112,CG7828,APP-BP1,0,0,0,1,22,88,8,22,genome
3R,12311353,12313119,1767,FBgn0243206,FBgn0038011,CG4066,CG4066,2,3,0,2,125,47,80,28,genome
X,10760048,10764413,4366,FBgn0232952,FBgn0052675,CG32675,Tango5,1,1,2,2,19,61,8,20,genome
3R,13950224,13951138,915,FBgn0068183,FBgn0038190,CG9926,CG9926,1,0,1,0,45,14,24,21,genome
2L,2238304,2239384,1081,FBgn0232766,FBgn0052463,CG32463,Tengl2,0,0,0,0,23,59,22,28,genome
3R,7247090,7248140,1051,FBgn0242010,FBgn0037490,CG10053,CG10053,1,0,1,0,10,15,8,14,genome
3L,11801951,11814755,12805,FBgn0237499,FBgn0259140,CG42255,CG42255,8,19,5,7,279,366,74,95,genome
3L,8127762,8131675,3914,FBgn0238909,FBgn0010350,CG7962,CdsA,0,0,1,3,7,62,0,10,genome
3L,22872200,22873702,1503,FBgn0239859,FBgn0037200,CG11109,CG11109,5,2,5,1,4,12,1,4,genome
3R,12068375,12090612,22238,FBgn0241663,FBgn0037989,CG14741,CG14741,0,3,1,4,38,128,15,70,genome
2L,3514872,3517264,2393,FBgn0235668,FBgn0031544,CG17593,CG17593,0,0,0,0,15,60,5,31,genome
3R,31812609,31846570,33962,FBgn0228799,FBgn0039883,CG1976,RhoGAP100F,0,0,2,2,22,153,4,57,genome
3R,22425214,22436150,10937,FBgn0241178,FBgn0038967,CG13847,CG13847,0,1,0,0,72,116,16,52,genome
3L,15956550,15958433,1884,FBgn0239508,FBgn0036546,CG17033,elgi,0,0,1,1,4,22,1,7,genome
3R,25047706,25049455,1750,FBgn0240723,FBgn0039265,CG11790,CG11790,0,0,0,2,36,46,8,18,genome
3L,9134560,9135916,1357,FBgn0238100,FBgn0035964,CG4665,Dhpr,0,0,0,0,14,49,2,21,genome
3R,23986642,23988738,2097,FBgn0068284,FBgn0039136,CG5902,CG5902,0,0,0,0,6,41,0,18,genome
3L,4108186,4114157,5972,FBgn0238673,FBgn0028484,CG14992,Ack,2,0,1,1,68,240,23,118,genome
3R,17232253,17265049,32797,FBgn0241305,FBgn0038494,CG4135,beat-IIb,0,0,0,1,51,38,11,17,genome
3R,13667046,13674542,7497,FBgn0241542,FBgn0038165,CG9637,Task6,0,0,4,0,12,26,4,7,genome
3L,9787933,9797687,9755,FBgn0237620,FBgn0036044,CG14168,Zasp67,0,0,1,1,89,60,21,21,genome
3L,1674709,1715541,40833,FBgn0238455,FBgn0035260,CG7991,CG7991,0,2,0,0,88,161,26,56,genome
X,18660472,18662153,1682,FBgn0233079,FBgn0030947,CG6696,CG6696,0,0,0,1,9,39,9,16,genome
X,17791010,17814011,23002,FBgn0235134,FBgn0026058,CG6352,OdsH,0,0,0,0,11,21,8,5,genome
3R,10737592,10751228,13637,FBgn0241779,FBgn0004841,CG6515,TkR86C,1,0,1,2,8,47,4,12,genome
2R,9143956,9145151,1196,FBgn0236613,FBgn0050342,CG30342,Prp38,1,0,2,2,4,20,4,12,genome
2L,15766133,15768349,2217,FBgn0236733,FBgn0001990,CG4148,wek,2,2,4,5,13,7,4,8,genome
2L,2214266,2215167,902,FBgn0235452,FBgn0085203,CG34174,CG34174,0,0,0,0,60,33,17,32,genome
2R,7709873,7711981,2109,FBgn0236505,FBgn0033214,CG1941,CG1941,1,1,2,1,22,34,7,13,genome
2R,7712578,7714182,1605,FBgn0236505,FBgn0033215,CG1942,CG1942,1,1,2,1,22,34,7,13,genome
3R,3322810,3354486,31677,FBgn0237859,FBgn0086917,CG41624,spok,0,3,0,1,80,109,29,32,genome
3L,5590083,5592571,2489,FBgn0237859,FBgn0003486,CG10594,spo,0,3,0,1,80,109,29,32,genome
3R,28870606,28887709,17104,FBgn0228348,FBgn0053203,CG33203,CG33203,0,4,2,1,18,49,0,11,genome
2L,10976772,10982395,5624,FBgn0235914,FBgn0041781,CG4636,SCAR,0,0,0,2,13,58,2,25,genome
X,13212325,13214408,2084,FBgn0234537,FBgn0029133,CG1591,REG,0,0,0,1,0,20,1,5,genome
X,15450261,15453167,2907,FBgn0234663,FBgn0014455,CG11654,Ahcy13,0,0,3,1,1,43,2,9,genome
2L,15285000,15286047,1048,FBgn0238222,FBgn0028853,CG15263,CG15263,2,1,2,2,12,4,23,7,genome
2R,24060378,24061860,1483,FBgn0068082,FBgn0034968,CG3195,RpL12,0,0,0,0,0,7,0,3,genome
3R,4953506,4955252,1747,FBgn0242397,FBgn0037288,CG14661,CG14661,0,0,0,0,0,0,0,0,genome
2R,16148812,16149795,984,FBgn0068498,FBgn0034081,CG10731,CG10731,0,0,0,0,12,26,6,10,genome
3R,20578222,20579850,1629,FBgn0242150,FBgn0023212,CG4204,EloB,0,0,2,0,0,4,0,2,genome
3R,20914296,20929213,14918,FBgn0242756,FBgn0038842,CG5630,hdly,3,4,2,1,7,17,14,13,genome
3R,15247163,15249137,1975,FBgn0243424,FBgn0038309,CG6499,CG6499,0,0,0,5,24,109,5,29,genome
2L,10144776,10156407,11632,FBgn0236280,FBgn0032187,CG4839,CG4839,0,1,1,1,62,92,27,41,genome
2L,7024829,7027389,2561,FBgn0235801,FBgn0051908,CG31908,CG31908,0,0,1,1,29,46,12,17,genome
2L,14047582,14048863,1282,FBgn0068398,FBgn0260011,CG16876,NimC4,0,0,0,1,13,48,13,25,genome
2R,7587773,7590109,2337,FBgn0240949,FBgn0033195,CG1360,CG1360,3,2,0,1,43,18,14,16,genome
3L,6094987,6096517,1531,FBgn0238794,FBgn0061492,CG10733,loj,0,0,0,0,6,33,2,21,genome
3R,23772998,23774127,1130,FBgn0241069,FBgn0039118,CG10208,CG10208,0,1,0,0,29,50,10,18,genome
3L,13842377,13843017,641,FBgn0237376,FBgn0040812,CG8750,CG8750,0,0,0,0,9,7,4,6,genome
2R,8447451,8449745,2295,FBgn0228235,FBgn0015034,CG2062,Cyp4e1,0,0,0,0,67,84,42,55,genome
2R,8444560,8447164,2605,FBgn0228235,FBgn0014469,CG2060,Cyp4e2,0,0,0,0,67,84,42,55,genome
2L,9747839,9750071,2233,FBgn0228235,FBgn0015035,CG4105,Cyp4e3,0,0,0,0,67,84,42,55,genome
3R,13780964,13782082,1119,FBgn0243331,FBgn0038183,CG9286,CG9286,0,0,0,0,21,30,3,7,genome
3R,10706974,10707460,487,FBgn0243086,FBgn0037824,CG14684,CG14684,1,1,0,1,10,14,6,1,genome
2L,13236494,13239297,2804,FBgn0236036,FBgn0027586,CG5867,CG5867,0,0,0,0,7,33,1,14,genome
2R,9288957,9291565,2609,FBgn0239624,FBgn0026326,CG2072,Mad1,2,0,8,5,13,21,7,11,genome
3L,16087627,16090392,2766,FBgn0237131,FBgn0036565,CG5235,CG5235,2,3,2,2,40,41,8,16,genome
3L,17344947,17349666,4720,FBgn0239388,FBgn0036713,CG6456,Mip,0,1,0,0,24,30,1,12,genome
X,10333652,10347794,14143,FBgn0235282,FBgn0263997,CG43740,CG43740,2,1,1,0,56,37,12,12,genome
3L,17654617,17655645,1029,FBgn0237253,FBgn0036745,CG7484,CG7484,0,1,1,0,1,25,1,10,genome
3L,3620433,3621032,600,FBgn0237985,FBgn0040694,CG14974,CG14974,0,0,0,0,9,14,7,5,genome
2L,2237076,2238251,1176,FBgn0232767,FBgn0051679,CG31679,Tengl3,3,0,1,1,30,55,13,23,genome
3L,12580672,12596018,15347,FBgn0239150,FBgn0015904,CG10571,ara,1,0,0,0,43,78,9,42,genome
X,10749077,10757666,8590,FBgn0232953,FBgn0030230,CG11556,Rph,0,0,1,1,16,79,1,21,genome
3L,19066155,19086426,20272,FBgn0239743,FBgn0036844,CG14080,Mkp3,0,0,0,0,0,0,0,0,genome
2L,8382861,8383657,797,FBgn0236154,FBgn0032034,CG17295,Rcd4,0,1,0,1,13,23,4,5,genome
X,17135985,17142996,7012,FBgn0046713,FBgn0002709,CG8923,mei-218,13,22,6,7,213,136,68,30,genome
3R,29223485,29226276,2792,FBgn0084542,FBgn0039654,CG14514,Brd8,3,6,4,10,60,163,5,20,genome
3R,15333266,15338365,5100,FBgn0241421,FBgn0038320,CG4931,Sra-1,0,0,0,0,14,189,5,66,genome
3L,7326273,7328842,2570,FBgn0237742,FBgn0035763,CG8602,CG8602,0,0,1,0,6,76,1,33,genome
3R,9265027,9266904,1878,FBgn0241892,FBgn0010803,CG9735,Aats-trp,0,0,5,1,9,21,3,20,genome
3L,14969344,14970306,963,FBgn0239267,FBgn0026320,CG5185,Tom,0,0,0,0,8,14,0,5,genome
3L,20342634,20344319,1686,FBgn0237002,FBgn0036970,CG6289,Spn77Bc,0,1,0,0,7,2,5,3,genome
3L,20320952,20322358,1407,FBgn0237002,FBgn0036969,CG6663,Spn77Bb,0,1,0,0,7,2,5,3,genome
3R,18592801,18621327,28527,FBgn0242273,FBgn0038629,CG14304,CG14304,7,3,5,2,23,6,12,14,genome
3R,9048645,9052231,3587,FBgn0242975,FBgn0028708,CG11993,Mst85C,1,2,1,2,4,11,1,2,genome
3L,11109690,11112117,2428,FBgn0239035,FBgn0036133,CG7638,CG7638,0,1,0,0,11,93,3,25,genome
3L,9631834,9679103,47270,FBgn0067969,FBgn0016081,CG32045,fry,0,4,2,22,84,631,18,112,genome
2L,8449691,8463994,14304,FBgn0228800,FBgn0026718,CG17608,fu12,0,0,0,0,3,32,4,20,genome
3R,5257037,5269507,12471,FBgn0242526,FBgn0264785,CG44015,Hph,0,1,0,3,1,2,2,2,genome
3L,8523742,8524866,1125,FBgn0238563,FBgn0035907,CG6662,GstO1,8,3,2,2,18,23,7,8,genome
2R,8102260,8106318,4059,FBgn0240518,FBgn0033260,CG8711,Cul4,0,1,4,5,5,31,2,10,genome
X,16309817,16313138,3322,FBgn0068184,FBgn0030738,CG9915,CG9915,0,6,2,7,14,32,13,6,genome
3R,25169565,25193776,24212,FBgn0228575,FBgn0083946,CG34110,lobo,1,0,0,0,28,155,17,91,genome
3L,11798948,11800861,1914,FBgn0237500,FBgn0036208,CG10361,CG10361,0,0,0,0,26,77,3,27,genome
3R,12323521,12325210,1690,FBgn0243207,FBgn0038012,CG10013,CG10013,3,5,2,0,25,38,16,24,genome
X,11334187,11340084,5898,FBgn0234776,FBgn0028421,CG11759,Kap3,2,0,7,0,12,77,4,38,genome
3R,30000530,30003678,3149,FBgn0228684,FBgn0039734,CG7908,Tace,0,0,1,1,13,130,8,36,genome
3L,22879089,22880963,1875,FBgn0239860,FBgn0037202,CG11115,Ssl1,1,1,8,4,3,11,0,3,genome
3R,27003236,27005469,2234,FBgn0228455,FBgn0039470,CG6296,CG6296,0,1,0,0,176,127,52,36,genome
3R,11633278,11650706,17429,FBgn0227983,FBgn0262081,CG42317,Csk,0,1,0,1,73,139,23,48,genome
3L,15958843,15960609,1767,FBgn0239509,FBgn0036547,CG17032,CG17032,2,2,1,2,18,36,14,13,genome
2L,9917221,9918176,956,FBgn0068285,FBgn0025700,CG5885,CG5885,0,0,0,0,2,29,1,7,genome
3L,8137808,8142014,4207,FBgn0238910,FBgn0002899,CG7972,mus301,3,3,0,4,45,183,11,41,genome
3R,23931639,23932728,1090,FBgn0240614,FBgn0039128,CG13599,CG13599,0,1,0,3,55,56,10,10,genome
3L,4139076,4141398,2323,FBgn0238674,FBgn0003206,CG1167,Ras64B,0,0,0,0,0,30,0,9,genome
3R,6406855,6449274,42420,FBgn0228094,FBgn0264495,CG42803,gpp,3,2,0,0,50,318,19,118,genome
3R,7249795,7251750,1956,FBgn0242011,FBgn0037492,CG10050,CG10050,1,0,4,0,4,7,1,15,genome
3R,18984025,19022436,38412,FBgn0242637,FBgn0026239,CG31043,gukh,24,4,26,7,28,34,28,45,genome
2L,3519677,3522555,2879,FBgn0235670,FBgn0031546,CG8851,CG8851,0,0,0,0,63,95,47,51,genome
3R,12061070,12062944,1875,FBgn0241664,FBgn0037988,CG14740,CG14740,0,1,6,1,12,33,11,23,genome
2L,9547720,9566750,19031,FBgn0228349,FBgn0032129,CG4405,jp,0,0,0,0,0,14,0,13,genome
X,17842161,17843348,1188,FBgn0235136,FBgn0000617,CG6474,e(y)1,0,1,1,0,7,32,3,14,genome
3L,9137860,9145693,7834,FBgn0238101,FBgn0263456,CG43479,nwk,0,0,0,0,14,116,2,60,genome
3L,9734012,9760395,26384,FBgn0237622,FBgn0259163,CG42268,CG42268,0,0,0,0,48,68,15,29,genome
X,18653392,18657286,3895,FBgn0233080,FBgn0030946,CG6659,CG6659,6,3,0,4,30,101,8,34,genome
3R,22423316,22424929,1614,FBgn0241179,FBgn0038966,CG13848,pinta,0,0,0,0,15,47,5,6,genome
3R,25049616,25053074,3459,FBgn0240724,FBgn0039266,CG11791,CG11791,0,0,0,0,12,13,4,6,genome
3R,13656846,13660531,3686,FBgn0241543,FBgn0004237,CG12749,Hrb87F,1,0,5,2,4,36,2,9,genome
2R,9145260,9148512,3253,FBgn0236614,FBgn0050344,CG30344,CG30344,0,1,3,0,8,14,3,11,genome
2R,7714923,7716781,1859,FBgn0236506,FBgn0033216,CG1946,CG1946,2,0,1,4,21,32,12,16,genome
3R,17217116,17223074,5959,FBgn0241306,FBgn0051262,CG31262,CG31262,2,12,0,2,47,83,8,5,genome
3L,1724390,1725647,1258,FBgn0238456,FBgn0035263,CG12035,CG12035,4,3,1,2,34,34,7,6,genome
2L,19064832,19069851,5020,FBgn0068499,FBgn0032752,CG10702,CG10702,2,1,8,3,35,43,21,42,genome
2L,15756002,15762758,6757,FBgn0236734,FBgn0001987,CG3903,Gli,0,1,7,7,14,29,4,26,genome
2L,10172702,10174090,1389,FBgn0236281,FBgn0032188,CG13137,CG13137,2,6,1,2,66,60,15,19,genome
3L,1651432,1652900,1469,FBgn0238224,FBgn0035251,CG7967,CG7967,0,0,6,0,12,24,3,23,genome
2R,5702112,5705439,3328,FBgn0237860,FBgn0259978,CG8390,vlc,5,3,2,4,9,17,6,2,genome
2L,10989401,10997897,8497,FBgn0235915,FBgn0026147,CG16833,CG16833,2,0,0,3,42,111,17,41,genome
X,15453471,15455551,2081,FBgn0234664,FBgn0030638,CG11655,CG11655,0,0,1,4,16,58,5,20,genome
X,13259021,13262488,3468,FBgn0234538,FBgn0000346,CG1618,comt,0,0,0,2,0,78,0,37,genome
3R,10735277,10735957,681,FBgn0241780,FBgn0037828,CG14690,tomboy20,1,0,2,1,6,11,1,1,genome
3R,4948755,4952682,3928,FBgn0242398,FBgn0004436,CG2013,Ubc6,0,0,2,4,0,0,0,0,genome
3L,6097617,6123913,26297,FBgn0238796,FBgn0005658,CG7018,Ets65A,0,0,0,0,0,15,0,7,genome
X,6035753,6037800,2048,FBgn0046889,FBgn0003302,CG4336,rux,5,5,2,1,18,41,3,14,genome
3L,179923,182535,2613,FBgn0238339,FBgn0035104,CG13875,CG13875,3,2,2,1,58,35,11,1,genome
3L,13840197,13842240,2044,FBgn0237377,FBgn0036380,CG8757,CG8757,0,0,0,0,36,58,9,27,genome
2L,20079270,20085070,5801,FBgn0067970,FBgn0263773,CG43690,fok,0,0,2,0,3,4,3,2,genome
3R,26456877,26457242,366,FBgn0240833,FBgn0039428,CG14237,CG14237,0,0,0,0,30,22,8,3,genome
3R,20575245,20577010,1766,FBgn0242151,FBgn0038805,CG4217,TFAM,1,0,1,1,5,5,3,8,genome
X,10368052,10383580,15529,FBgn0235283,FBgn0028480,CG17841,CG17841,1,0,1,0,16,58,4,17,genome
2L,7014623,7023898,9276,FBgn0235802,FBgn0000053,CG31628,ade3,0,0,0,0,166,282,57,159,genome
2R,20281629,20287094,5466,FBgn0068399,FBgn0034498,CG16868,CG16868,0,0,2,1,74,253,31,127,genome
3L,17671622,17683581,11960,FBgn0237254,FBgn0085280,CG34251,CG34251,0,0,0,0,18,16,6,6,genome
2R,6042532,6044964,2433,FBgn0237986,FBgn0033055,CG7861,Tbce,3,1,5,1,0,11,6,5,genome
3L,20427962,20430475,2514,FBgn0239625,FBgn0036988,CG5262,CG5262,2,0,0,1,18,49,3,19,genome
3R,23372924,23373600,677,FBgn0228236,FBgn0262009,CG42827,CG42827,0,0,0,0,24,17,5,9,genome
2L,7800147,7802098,1952,FBgn0084548,FBgn0031951,CG7138,r2d2,0,0,0,0,6,21,13,14,genome
2L,13246232,13250189,3958,FBgn0236038,FBgn0032495,CG16820,CG16820,0,0,0,0,20,34,10,23,genome
X,10711163,10744943,33781,FBgn0232954,FBgn0052676,CG32676,CG32676,2,4,3,8,65,136,15,16,genome
3R,27922821,27924888,2068,FBgn0068083,FBgn0003279,CG5502,RpL4,0,0,0,0,1,40,1,13,genome
3L,19066155,19086426,20272,FBgn0239744,FBgn0036844,CG14080,Mkp3,0,0,1,1,3,29,3,8,genome
3R,20948714,20976239,27526,FBgn0242757,FBgn0002921,CG5670,Atpalpha,0,0,4,4,0,18,0,15,genome
3R,13782288,13785676,3389,FBgn0243332,FBgn0000454,CG9285,Dip-B,0,0,1,1,6,70,1,28,genome
3R,28636411,28638799,2389,FBgn0240950,FBgn0039591,CG9988,CG9988,5,10,4,4,78,99,14,22,genome
2L,2231106,2236844,5739,FBgn0232772,FBgn0262126,CG10882,Sec24CD,0,2,2,0,65,161,19,75,genome
3L,7321099,7323411,2313,FBgn0237743,FBgn0035761,CG8606,RhoGEF4,0,0,0,1,33,135,24,72,genome
3R,10714798,10715901,1104,FBgn0243087,FBgn0037827,CG4073,CG4073,3,1,2,3,16,20,8,8,genome
3L,11120847,11122041,1195,FBgn0239036,FBgn0036135,CG7636,mRpL2,0,1,1,2,10,56,3,11,genome
3L,16085221,16087525,2305,FBgn0237132,FBgn0263602,CG5241,Taspase1,0,0,1,3,6,30,4,5,genome
2R,22982542,22984293,1752,FBgn0068185,FBgn0052834,CG32834,CG32834,0,0,0,0,33,41,18,12,genome
2R,22985420,22986339,920,FBgn0068185,FBgn0034807,CG9897,CG9897,0,0,0,0,33,41,18,12,genome
3L,14972667,14973198,532,FBgn0239268,FBgn0000216,CG3096,Brd,0,0,0,0,4,9,9,2,genome
2L,8384455,8388804,4350,FBgn0236155,FBgn0032036,CG13384,CG13384,0,0,0,0,4,77,12,7,genome
3L,20348355,20353873,5519,FBgn0237004,FBgn0036974,CG5605,eRF1,0,1,2,0,1,13,0,10,genome
3L,17342050,17344696,2647,FBgn0239389,FBgn0036712,CG16793,brv2,4,6,2,4,23,142,14,66,genome
2L,13982743,14001248,18506,FBgn0242276,FBgn0003255,CG8930,rk,0,1,1,8,43,166,14,79,genome
3L,12609631,12621798,12168,FBgn0239151,FBgn0015919,CG10605,caup,0,0,0,0,58,88,20,47,genome
